blogs,points
山僧是少林一位扫地的。,0
你系边个啊？,4
太伤心了…五话比你知…,2
屁，小孩子一边去,0
哼！好心被当驴肝肺~,4
哈哈,0
不过现在的电影不植些广告，他就没钱赚老！,3
你才是吖。。,5
几时得闲返来搂啊.盲见好久啦~,5
输了多少啊?,2
输光光。好沮丧。,2
炖了,0
一锅是炖不下的,0
过来领裤裤,0
祝你中奖~！,1
总是会有纠结的时候的,2
这纠结的日子不好过，闷闷的,2
包啊？==,4
是啊一做就烦不做又觉得钱不赚可惜,3
一个看重情义的人，是个幸福的人。,0
不为情伤，纵然匆忙一世，又怎会觉得世间的好？,2
你晚上再叫唤，老娘就把你踩死.,4
你敢不敢下床？！,4
好好的休息一下吧？,5
恩呵呵十一快乐阿,5
答辩通过硬是不忘干杯，哈哈，恭喜恭喜,5
是咯…好开心的，谢谢妹,5
很美！,1
超然脱俗，意境悠远,1
走散的哟，怕是,2
笑死我了！,5
如果有建设性的节目就喊我一声,3
建设性的得建设局去找，哈哈,3
这个创意实在太好了。,1
看来都很喜欢哦。,1
嘿嘿，看个电影这就甜蜜啦？,5
很不错噢。,1
麦田乐队，能和你做个好友吗，推荐给你,1
做朋友可以啊！好朋友的话就要看情况了！哈哈！,5
嘛意思这是,3
装饰喝饮料的吸管的女生要是都用胡子吸管得多逗啊！,3
第几集来了？,0
今晚是12，真有点看不下去，怎么会这么苦逼,2
舞者有料不沾地！男儿有泪不轻弹！,2
我没料，我没离地…,2
算是起了吧尿憋醒的,2
我是活活被电话闹起来的,4
说实话!你真的很丑,3
我也这么觉得我比较有勇气…,1
不许帮别人拿,4
这么霸道啊你…,1
我唯一看过有映像的清穿小说…个人觉得刘诗诗比杨幂看得顺眼啊。,1
超顺眼的，整个人都马尔泰若曦了,1
我来！,2
乃真体贴...,1
小柳，你看的中文版还是英文版的啊？,1
肯定是中文版了,1
好样的！,1
太高兴了！,5
有我的份嘛,0
哈哈我有一箱,5
哈哈那你就别看我微博哩，不然等下看着看着就吐了,5
你妹的我来刷微博屏闭你。,4
啊，我到今天不知道你家离重庆不远啊、,2
没关系反正让你知道就行！有时间来我家玩玩！保证你会喜欢！,1
回来就是极品女！,1
没我一吃就有趋势特别明显哎哎~,2
周迅变样咯,0
现在的她，太累了，消瘦的一塌糊涂啊,2
哇，靓女,5
哈哈…谢谢…,5
环保局宿舍每天都有很多收破烂的喊着外语叫买。,3
我肯定执法局宿舍里没有外语商贩~,4
我闻到酒味就晕了哈哈~,5
额假捏，你自家色额假。,4
肉不是喜欢干么~？,3
是不喜水但也需要水呀！,0
别这样，哥伤不起,3
你伤唔起皆~我伤得起~~,2
擦，哪里不劳而获了,0
我们买，你吃啊。这就是不劳而获！没文化真可怕,3
她才狠,0
你不狠估计就去怎么滴了列,4
乖鲁鲁勒还会骂脏话啊,3
小姐，我又被你毁喔~阿玉~我没有骂没有骂呢是幻觉,4
你有愤青倾向...,3
这都是真实的事情，你冷血啦，现在这社会需要鲁迅，可我文笔不好啊,3
向你们学习，哈哈,1
一起面对华为吧,0
哎个个都恋爱哦我们还孤零零的,1
哈哈，这个人要来真爱，哎，你们白羊的都好纯情,5
快的了，刘君君！给我挺着！,1
二十五号我就解放拉泪奔,2
这是自虐，然后再买金嗓子这更是自虐还不如去买两根冰棒,0
话说你今天早上听到什么了？,0
好想次,1
我的体重已经从4字头奔到了6字头。。伤不起啊伤不起！,2
有问题哦,0
请具体说明一下,0
又三点多睡了有木有？不爱惜自己身体有木有？,0
是啊，伤不起，有木有！,2
求关注亲,1
死东西居然敢在我这找关系先皇要废了你,4
是不是安检升级了？在帝都还好三？,3
没有升级，很正常。主要是我的长相就很安全！,1
期待~明天看~哦不今天看~,1
哈哈，七夕快乐啊~,5
恋爱中的女人果然不一样。嘿嘿。,5
估计我说没恋爱你也不信了，唉~,2
绝成育儿鸡,0
预祝培育成功。,1
这歌是治愈系疗伤情歌，喜欢这类型。,1
"恩,失恋的时候听很不错的哦",1
真系好食噶！,1
哈哈。看上去就没胃口…,5
都来了好几天了,0
回家啦?,5
谢谢秋天！,1
哈哈不用客气啦。你一定会表现的更出彩的！加油！,5
"只是据说,种种言论越来越接近了",0
据说，灵道们都回京城了,0
太邪恶了~,1
想象力太丰富啦,1
吵架才甜蜜啊,5
吵架伤心伤身伤情,2
哪天走？我明儿回家，能见到你不,0
能啊！发工资不请姐啊！二十四五号走呢！,4
我尽量把我看到的都分享给你们,1
那还用说嘛！上次我问礼物的事，有办法就发私信给我。,4
今天不来了已经加关注了到时候带朋友过来耍桌游星期三才耍了的嘿嘿,0
好的。嘿嘿。,5
叮那你说荷东吓我一天我想去就去这么近,4
哈哈你没回抚顺呀等我过几天回沈阳找你玩哈,5
下回让她徒弟给您灸，保证哪儿都不疼,1
对，那就一了百了永无痛苦了,2
我的也一样,2
哎，哭死算拉,2
我爱吃茄子、,1
"吃你妹吃你妹,还不回来让你吃粑粑.!",4
我从不看的呢,0
其实我强烈推荐你去参加这个节目哈,1
恭喜兄弟,5
谢谢蚂蚁大叔，来丽江玩，记得来看我哈,1
早不文艺了，是商人了，嘿嘿,3
快来看啊不文艺的商业大叔,3
亲辛苦啦,1
值得，认识很多朋友。而且很好玩呢,1
我仇日……你要觉得不妥那就当没看到,2
你仇以前的日本政府没问题，但是关现在的日本民众什么事？,4
上了诺亚方舟该偷乐了,0
看到这组数字就头疼,0
那现在到香港了不？,2
我终于还是再买了别的航班的机票。幸好还有一个座位。,2
那是，不看谁推荐的,0
开心开心！哈哈。,5
删了呢,3
他不可能说这话，也是常识吧。没这么愚蠢的。,3
欢迎刘老师下江南参观指导！,0
哈…找时间下江南，会会老朋友哈…,5
谁叫你不来,3
我恨我自己！,2
小胖子表示只要有肉吃就快乐~,0
我也爱吃肉。,1
嘿嘿，小心隔墙有耳！,5
是滴~呜呜~我想看电影！,2
老了~~~,5
是啊老了微博跟你发消息都懒得回我玩失踪啊,4
没错,0
呵呵，感同身受吧~,5
太清淡,1
那盘是炖鸽子汤，一点也不清淡啊,0
原来木闲着啊，害的人家好怕好怕你一直寂寞空虚着,2
人家忙的时候你们就活动人家闲了你们也闲,4
连是什么品牌的都不知道~,3
恩恩是啊~~~,5
哈哈，我也是这么认为滴,5
就是，比时代在召唤，更有活力。,1
这个问题我知之甚少，请微博上其他作家和出版界人士回答吧。,3
沈老师，您不想在微博上谈论太极推手是不,0
具体点,0
因为我这几天好累地做了好多事,2
果然，明天看不到你的甜，周一也别想知道你的苦啦。,1
天哪！万一明天看不到甜，但是周一看到苦了肿么办大大滴悲催啊,2
吃胀了，说不出话啦。,0
哈哈哈，带多酶片没，要不，我给你邮寄一瓶过来,5
全新的材料是什么？,0
由聚异戊二烯合成材料制造而成，,0
你就享受吧你,1
哈哈我今天不用去公车。,5
辛苦了~~乔巴很可爱~,5
恩.我会加油的,1
君子好色，取之有道,0
取之有品！哈哈！,5
这是什么活动哇？？,4
这是我们酒市正式开业活动，嘻嘻。。,5
您还得签上名儿~,1
要什么字体咱签什么字体！透着有文化！,3
晚饭都不用吃了，你存心恶心我吧,4
我确实是故意的，纯属找抽型,4
你能代表整个侗族人民？你是侗族选举出来的代言人？,3
代表不了就代表我自己！并不是我一个贵州侗人这样看待这件事，请尊重！,3
看他表现咯，表现不好不嫁,3
哈哈，这句话！好！,5
细节也决定了你认错了自家偶像。。,0
0.0我认错我爱的男人倒是有认错偶像比较少~~写些,1
徐家汇偶超级不稀饭,1
偶挺稀饭这个男银的双面胶那会儿就蛮稀饭的了！,1
太呆，还是乖。,1
又乖又呆哈哈哈喜欢死去,5
去边度复人来的？,0
有时间话你知啊,0
有技术含量的赌博,0
你们影视圈太复杂了？呵呵~~,3
那你认识的是哪个黄漉呢……,3
我认识的是百中的黄漉,0
哈哈！我知道嫂子也是双鱼座！！,5
也字用的精妙。。。那你家大力也是白羊我也知道了哈哈,1
你自己说,0
我无言以对，受不了！,2
现在比较灵~异,1
肥肥讨厌！,3
我不买丝带、我买丝袜、、哈哈,0
啦啦啦，是四代~,5
怎么了？,2
619下车，前面662刚开走,0
南都上的报道还是可以信的吧,0
他应该有好去处，毕竟家乐福不小,3
嘿嘿，找你的！,5
哈哈，兄弟，谢了。,5
袜子比鞋子花额,0
哈哈，我表示我奥特曼了。,5
有待进一步努力,0
加油！,1
我去你们家接核桃。,4
你妹！找个车来接我，俩大箱子呢!,4
那你咋不叫我呢,4
你开车呢…我咋叫你…,4
看到一件绿色的连身衣，没买。心水。,2
要不要这么有灵犀啊，我看中的长裙也是绿色的,1
"恩我妈昨天买的农民手里得菊花脑,15一斤,很嫩,烧汤很好吃",3
祝你好可谓。价格挺高的，不过价格低的都是摆了好几天的干瘪的。,1
对不起，这叫抓拍。赵老师。,2
可是我不得不遗憾的告别你，他真的是自己睡成这个样子的。,2
想吃了！这汤味道很好！,1
陕北的最好哈哈但是相对偏一些，所以西安就出名了,1
是的,0
差点要给你搞死。周三助屋见。,4
真不敢相信……,3
不改相信？你居然不相信！,3
昨天也有骗子找我呀，刚开始是个语音留言说,0
这种也很多，通常大妈大叔容易上当。,3
多少热水？,2
没说，要不您看着放吧，随意点…,3
哈哈，没人送你了吧,5
再也木有了..再也木有了.,2
那只是曾经。,0
好好珍惜现在所拥有的幸福。,1
好好的架空硬堆清宫去，这点我很是不满==,3
我也是有点不满的！导演啊导演，情何以堪,3
话你鸡肠掂啊？好彩我都唔差……,2
"死变态英国佬,我对英国出产既男人完全无晒好感~",3
话说，杭州大概什么时候能买到,0
至少8号之后吧,0
贵阳欢迎你！,1
预告11月8号贵阳欢迎我,0
等我下个月回去啊。,5
呵呵，好的……,5
神马意思哦。。。,1
就是我很累啦,2
看到如此整洁的桌面，我惭愧了,1
我也很乱啊，东西多啊,3
我也听过很是恐怖,1
各种版本的生孩子痛苦当女人真苦~哎,2
你怎么这么有电啊？难道有别的高招？,4
什么有电？我的手机吗？,4
这对没有上对默契，最后还左看右看呢，我角着这个上去百发百中啊,1
你也去中一个，哥做你的亲友团,0
我爱跑车。,1
都爱都爱~,1
哦，我超爱越南菜~,1
我家是越南人，有机会来我家吃饭,0
姐姐去干嘛？,1
去玩，你们聚会都不叫我的！！,4
木有，我很久晚上不上了,2
你反正直接电我就行,4
能这样做的人可能背后还隐藏着一个很大的阴谋...,3
绝对一针见血哦，蛋哥!,1
男人是要难点才跟得上节奏噻,0
为啥子不做女人啊我,3
我说你们还猜不猜了，我刚猜鼠标垫对了没有啊,4
哈哈哈，等娜姐的答复呢。,5
哈哈~不过是凉的，估计很多人觉得孕期不适合生冷~,5
和睦家妇产科医生告诉我说孕吐时吃冷食会减少孕吐症状,0
你这么紧张...,3
你给我屎开''少来这套,4
去找你的海角吧。,0
去找你的军军吧！,4
上计算机课抽风,0
可怜的孩子啊,2
实在很无语，难怪我们写小说的没啥地位,3
哎，伤人心啦……,2
今晚跟唤明一起出来吃饭哈,0
今天有人请吃饭,0
这男的怎么这么像朋友啊,3
那不是潘阳和那老谁家的小谁演的电视剧吗,3
难道是河马,4
答对咯，看来你也是经常玩微博的童鞋！,5
咬五咬人的,0
它会记仇，如果你不惹它，它会跟你很友善,0
这件还不错，祝顺利过关，如愿以偿！,1
恩啦，等我战斗回来，,5
当然。我掩护，你撤。哈哈,4
有人打我你帮我打他吗,4
有难听么？不过你回温跟你长大有什么关系呀？,3
是彻底摆脱学生这个身份了，这不就是长大嘛..,3
哇卡卡。。。你请我吃个大餐我就有活力了三,5
啥子叫大餐嘛?稀饭馒头价泡菜。,3
真心不会欺负她诶！,3
我来！带来给我玩，我教你哪能欺负,1
成功的多了不是很正常的麽~哈哈,2
尼玛昨天悲剧,4
这样在酒店玩微博好，不要乱出去喝酒,3
上海最近严打没地方玩真的玩的地方没熟人带是进不去的,3
哟诶，老年大学吗？,5
你别跟我说你真不知道这是做什么的啊，要不真鄙视你！,4
她现在逛住街,0
你拍为什么只拍到我的胸呢？？？,4
给点心里鼓励嘛,0
为人师表做这种事就是可耻的,3
让啊，爱心最近特别泛滥呢。。,1
不要把爱心作为炒作，让我们的爱心从盲人过马路开始哈哈我太有才了！,5
他们就是这样，你去找他们就和你耍流氓,3
可不是吗，不行只能报警了，报警不管用打官司！,4
啊是全身所有部位都同比例增长的呢？,0
是个哇，你阿要一起去！,1
我飞的那个也是这样滴…还使唤我们…,1
简直整反了，太搞笑老这些人,3
木前没有...,0
呃。。悲情了,2
具体我也不知道，只知道是土相星座，稳定,0
对于很多新事物，我总是局外人，没办法哎~,2
你是疯子哇？删我微博爪子,4
我那个去！我哪里删你微博！,4
好啊！选个好地儿，约下,1
一定一定，很有意义,1
嘿嘿。好难得看你上！,5
突然决定准备时常出现了,0
艾书吧在努力看电影活动会坚持下去,1
支持！,1
照片和现实有距离的,0
是诶~不过看上去真的挺好~,1
你在加班啊,0
没有啦。在家发发牢骚而已。,3
发现靳尚谊先生了吗？？,0
后排左四或右五？,0
缺少了阳光的净化……,0
我觉得会不会又是什么化工厂气死泄漏。,4
怎么星期六还断网？,0
没有断网梦真也不给我看，她说我要补眠。不然变成超级无敌大熊猫。,1
你只有那三点的头脑,0
哈哈你怎么经典的啦,5
你是指今天没有上班吗？,0
